transaction_id,date,user_id,merchant_id,amount,transaction_type,device_type,lat,lon,fraud_label,card_type
txn_000042,2025-06-22 08:19:46.931500,user_594,merchant_459,946.0795315790622,POS,Desktop,22.577466460059,88.33480136782434,0,Prepaid
txn_000043,2025-04-10 08:19:46.931500,user_83,merchant_178,168.11136921102116,POS,Mobile,12.91046816963999,77.5485486526379,0,Debit
txn_000044,2025-06-16 08:19:46.931500,user_1071,merchant_245,463.17146397863354,ATM,Mobile,22.64207888878034,88.36563780437729,0,Credit
txn_000045,2025-06-13 08:19:46.931500,user_314,merchant_445,435.215526159747,ATM,Mobile,40.7824848280766,-74.02705203185016,0,Credit
txn_000046,2025-08-18 08:19:46.931500,user_242,merchant_362,448.70865344573343,Online,Desktop,28.53759259856095,77.18633721744561,0,Debit
txn_000047,2025-05-23 08:19:46.931500,user_761,merchant_76,1049.0715065699192,Transfer,Mobile,19.15221360376383,72.75378211407286,0,Prepaid
txn_000048,2025-03-28 08:19:46.931500,user_625,merchant_33,171.58433812486436,POS,Mobile,40.62286689325216,-74.01483415498465,0,Debit
txn_000049,2025-07-12 08:19:46.931500,user_767,merchant_350,408.0298865363005,POS,Mobile,40.76281476322371,-74.05208032279164,0,Credit
txn_000050,2025-08-01 08:19:46.931500,user_622,merchant_182,950.9967496465254,Online,Mobile,19.07856545495404,72.86709454852598,0,Credit
txn_000051,2025-04-17 08:19:46.931500,user_603,merchant_34,403.11535149825556,Transfer,Mobile,28.669750660093072,77.31572158518925,0,Debit
txn_000052,2025-06-21 08:19:46.931500,user_996,merchant_489,219.26608524005115,Online,Tablet,28.570640006529857,77.18218892398617,0,Credit
txn_000053,2025-04-06 08:19:46.931500,user_58,merchant_369,578.9044045309245,Online,Mobile,12.966639215889868,77.5490569441109,0,Debit
txn_000054,2025-08-05 08:19:46.931500,user_1621,merchant_142,741.6921625121046,POS,Tablet,19.158586429314386,72.8142198068126,0,Credit
txn_000055,2025-05-31 08:19:46.931500,user_293,merchant_292,382.14770895551084,POS,Mobile,40.77282968265448,-74.02140432550705,0,Credit
txn_000056,2025-08-24 08:19:46.931500,user_292,merchant_130,666.3105172422635,ATM,Mobile,12.966917554431742,77.59608459944198,0,Debit
txn_000057,2025-08-22 08:19:46.931500,user_1606,merchant_486,87.01547177763098,POS,Desktop,28.58592632542433,77.23893696665962,0,Credit
txn_000058,2025-06-17 08:19:46.931500,user_1208,merchant_460,103.6918749744217,Transfer,Mobile,40.731402632130305,-73.92341913629156,0,Prepaid
txn_000059,2025-08-11 08:19:46.931500,user_864,merchant_373,367.9741159242118,Transfer,Mobile,22.601911148148165,88.30007217228142,0,Credit
txn_000060,2025-05-05 08:19:46.931500,user_100,merchant_15,677.0052259975184,Transfer,Desktop,22.562371501864423,88.43905872384748,0,Credit
txn_000061,2025-09-13 08:19:46.931500,user_1919,merchant_366,728.4493942955258,ATM,Mobile,19.04152330972969,72.94429023184244,0,Credit
txn_000062,2025-04-03 08:19:46.931500,user_1832,merchant_307,145.39518576258104,Online,Desktop,19.106091854012444,72.91017711967808,0,Credit
txn_000063,2025-03-28 08:19:46.931500,user_625,merchant_252,717.3262114197738,Online,Desktop,40.603088497597845,-73.97896733680231,0,Credit
txn_000064,2025-09-02 08:19:46.931500,user_1821,merchant_221,549.952112130434,POS,Mobile,28.713951424125533,77.15645652394792,0,Debit
txn_000065,2025-05-14 08:19:46.931500,user_581,merchant_361,236.23859166460466,POS,Mobile,19.149549421301334,72.87923107099454,0,Debit
txn_000066,2025-05-30 08:19:46.931500,user_442,merchant_392,99.74349439310049,Online,Mobile,28.569775110203448,77.18573141131431,0,Prepaid
txn_000067,2025-04-06 08:19:46.931500,user_375,merchant_483,568.9469464712977,POS,Mobile,22.484606944607677,88.3619826513365,0,Debit
txn_000068,2025-05-15 08:19:46.931500,user_1678,merchant_69,886.8689672496338,ATM,Mobile,22.59060249264105,88.47824264197548,0,Debit
txn_000069,2025-04-11 08:19:46.931500,user_1515,merchant_203,510.6567292333871,Transfer,Mobile,28.629308149779536,77.27154483315239,0,Debit
txn_000070,2025-06-22 08:19:46.931500,user_1002,merchant_111,1536.6662162469033,POS,Mobile,40.66005372594736,-74.00909734973838,0,Credit
txn_000071,2025-05-27 08:19:46.931500,user_5,merchant_339,60.40668612382797,POS,Mobile,28.625913522737097,77.15693020744506,0,Debit
txn_000072,2025-07-11 08:19:46.931500,user_251,merchant_232,958.8472540665827,POS,Mobile,12.959123477468644,77.63859942964362,0,Credit
txn_000073,2025-08-26 08:19:46.931500,user_1122,merchant_159,812.5551830959287,Online,Mobile,22.691611951798343,88.40105071049359,0,Credit
txn_000074,2025-06-18 08:19:46.931500,user_715,merchant_276,590.6230546314805,Transfer,Desktop,40.674618819921164,-74.00182372892706,0,Credit
txn_000075,2025-04-27 08:19:46.931500,user_139,merchant_357,943.3981901796383,Online,Mobile,12.91759528361369,77.6028722846746,0,Debit
txn_000076,2025-06-19 08:19:46.931500,user_1783,merchant_346,567.1757299260784,POS,Mobile,22.644404948694493,88.3750778393602,0,Credit
txn_000077,2025-06-15 08:19:46.931500,user_92,merchant_156,340.68891481469507,POS,Desktop,22.569523628521452,88.35661136405098,0,Debit
txn_000078,2025-05-09 08:19:46.931500,user_856,merchant_170,666.539673515063,POS,Tablet,22.579679085348026,88.44333473933624,0,Credit
txn_000079,2025-09-04 08:19:46.931500,user_986,merchant_120,251.08229711966257,Online,Tablet,28.64851561921862,77.14839826035686,0,Debit
txn_000080,2025-05-24 08:19:46.931500,user_1174,merchant_292,201.30565464404577,POS,Mobile,22.540344221957362,88.42115008515475,0,Debit
txn_000081,2025-09-12 08:19:46.931500,user_635,merchant_409,731.4821328821806,POS,Desktop,19.09039007160794,72.77848061920226,0,Credit
txn_000082,2025-09-07 08:19:46.931500,user_1159,merchant_449,756.7276302692246,POS,Mobile,22.622779043944767,88.33885661739659,0,Debit
txn_000083,2025-08-29 08:19:46.931500,user_927,merchant_261,117.87851585377717,Online,Mobile,19.034828941623864,72.92217361440014,0,Debit
txn_000084,2025-04-04 08:19:46.931500,user_1844,merchant_485,128.9606952674431,Online,Desktop,28.659068757027,77.19458004136,0,Debit
txn_000085,2025-08-19 08:19:46.931500,user_692,merchant_209,366.48509191009657,Transfer,,40.73187566876001,-74.03034185033032,1,Debit
txn_000086,2025-08-26 08:19:46.931500,user_1601,merchant_74,286.6085500461012,Online,Mobile,40.672977820376836,-74.01782367651332,0,Credit
txn_000087,2025-04-29 08:19:46.931500,user_773,merchant_393,642.9466289496106,Online,Desktop,22.552546564498886,88.3301177640086,0,Debit
txn_000088,2025-07-31 08:19:46.931500,user_974,merchant_277,514.4149513296769,POS,Desktop,13.014047223104892,77.59519201896013,0,Debit
txn_000089,2025-05-18 08:19:46.931500,user_1709,merchant_349,849.4718772909816,POS,Mobile,12.921962616820224,77.55853561523136,0,Debit
txn_000090,2025-04-27 08:19:46.931500,user_1475,merchant_301,595.177317570195,Online,Desktop,28.548973078283428,77.1962063781423,0,Debit
txn_000091,2025-07-13 08:19:46.931500,user_1708,merchant_162,306.62695109849665,POS,Mobile,13.042359069617868,77.60479514305699,0,Debit
txn_000092,2025-06-22 08:19:46.931500,user_1241,merchant_442,67.33865856593366,POS,Mobile,40.715145164393164,-74.07388656925568,0,Debit
txn_000093,2025-05-25 08:19:46.931500,user_272,merchant_4,553.8367952831532,POS,Desktop,13.038437479816922,77.59230461679267,0,Credit
txn_000094,2025-08-27 08:19:46.931500,user_1561,merchant_498,13.098433070883175,POS,Tablet,12.975182700463018,77.53258225557269,0,Debit
txn_000095,2025-09-09 08:19:46.931500,user_284,merchant_313,302.91342892374917,POS,Mobile,12.963968277277237,77.54424304941843,0,Credit
txn_000095,2025-08-06 08:19:46.931500,user_1034,merchant_28,283.4819665709973,Transfer,Desktop,28.576119206047228,77.11489133294083,0,Credit
txn_000097,2025-05-12 08:19:46.931500,user_1304,merchant_365,347.47186553497056,POS,Mobile,22.472781472436317,88.46793744959174,0,Debit
txn_000098,2025-09-08 08:19:46.931500,user_944,merchant_387,105.18972202194266,POS,Desktop,22.580003385383158,88.41726046251891,0,Debit
txn_000099,2025-06-08 08:19:46.931500,user_1560,merchant_184,282.41701756701514,POS,Desktop,22.555609375813912,88.35113765862758,0,Credit
txn_000100,2025-03-31 08:19:46.931500,user_922,merchant_301,843.7713735355401,Online,Desktop,19.01708802197103,72.90046038023887,0,Debit
txn_000101,2025-05-14 08:19:46.931500,user_1367,merchant_62,842.9445462724799,Transfer,Tablet,13.00732911788162,77.61618252846407,1,Prepaid
txn_000102,2025-03-25 08:19:46.931500,user_920,merchant_397,959.7499326397913,POS,Mobile,40.71012868109921,-73.98507414714764,0,Credit
txn_000103,2025-06-05 08:19:46.931500,user_306,merchant_37,503.0439577231323,Transfer,Mobile,19.04834560154361,72.92193531192868,0,Credit
txn_000104,2025-06-27 08:19:46.931500,user_1775,merchant_315,581.3657386694739,POS,Desktop,19.00180819808037,72.83015302982683,0,Prepaid
txn_000105,2025-05-24 08:19:46.931500,user_1491,merchant_33,848.1834253080974,Online,Mobile,40.698837459596966,-74.06308974636295,0,Prepaid
txn_000105,2025-04-02 08:19:46.931500,user_667,merchant_272,58.80171291886478,Online,Desktop,22.49329269150329,88.34900419627346,0,Credit
txn_000106,2025-05-10 08:19:46.931500,user_183,merchant_212,741.6885520111103,Transfer,Mobile,12.948188805912558,77.58201408757664,0,Debit
txn_000108,2025-08-09 08:19:46.931500,user_1639,merchant_374,890.7034170186967,Online,Desktop,28.610651129472604,77.23029292780532,0,Credit
txn_000109,2025-06-05 08:19:46.931500,user_1280,merchant_83,233.31190218871285,POS,Desktop,12.974972337851586,77.67715975386339,0,Credit
txn_000110,2025-05-10 08:19:46.931500,user_1361,merchant_376,914.7917436810978,Online,Mobile,40.719757021863,-73.92266690928004,0,Credit
txn_000111,2025-08-31 08:19:46.931500,user_1278,merchant_100,1117.314824090475,POS,Mobile,22.622502303231784,88.41725921389606,0,Debit
txn_000112,2025-07-22 08:19:46.931500,user_839,merchant_128,733.3540011532485,ATM,Mobile,18.9924545156917,72.87966047475282,0,Credit
txn_000113,2025-06-26 08:19:46.931500,user_794,merchant_308,678.351310598037,POS,Desktop,22.58889151287152,88.34545670039832,0,Debit
txn_000114,2025-08-28 08:19:46.931500,user_477,merchant_397,164.06718526122245,Online,Mobile,19.077931563206516,72.81921571512885,0,Debit
txn_000115,2025-07-12 08:19:46.931500,user_1844,merchant_389,820.7611787122773,POS,Mobile,19.141840071923315,72.87061030911077,0,Credit
txn_000116,2025-04-22 08:19:46.931500,user_810,merchant_92,192.3228042088661,POS,Mobile,19.090367790449285,72.83035068192572,0,Debit
txn_000117,2025-05-23 08:19:46.931500,user_695,merchant_428,610.922240792109,Online,Mobile,22.64856789877839,88.40133521586132,0,Credit
txn_000118,2025-04-21 08:19:46.931500,user_1108,merchant_93,641.3285321993073,Online,Desktop,19.122258328889643,72.97128403687535,0,Credit
txn_000118,2025-05-19 08:19:46.931500,user_94,merchant_16,488.87590359475894,POS,Desktop,22.559410194689526,88.38982704663874,0,Debit
txn_000120,2025-08-07 08:19:46.931500,user_1963,merchant_333,621.7410150607253,POS,,28.63612528552233,77.17211423608508,0,Debit
txn_000121,2025-08-01 08:19:46.931500,user_1374,merchant_476,1286.4424359435466,Transfer,Mobile,28.629256856457264,77.16032230856003,0,Debit
txn_000122,2025-05-23 08:19:46.931500,user_1823,merchant_254,127.55692668114148,POS,Mobile,12.968727494413558,77.50918472160033,0,Credit
txn_000123,2025-08-13 08:19:46.931500,user_908,merchant_374,483.83240179605957,Online,Mobile,19.030696568537017,72.77845369590386,0,Debit
txn_000124,2025-07-04 08:19:46.931500,user_1508,merchant_62,84.13461302038581,Online,Mobile,13.045787193130732,77.62325010087798,0,Debit
txn_000125,2025-08-13 08:19:46.931500,user_569,merchant_170,231.75756835844686,Online,Mobile,19.04658111550865,72.832373083547,0,Credit
txn_000126,2025-06-27 08:19:46.931500,user_1323,merchant_46,78.93305644609109,POS,Desktop,22.62762781940764,88.44893701655236,0,Credit
txn_000127,2025-06-17 08:19:46.931500,user_182,merchant_49,547.8626980991653,Transfer,Mobile,19.109403294690413,72.9364194949373,0,Debit
txn_000128,2025-05-12 08:19:46.931500,user_1774,merchant_485,738.0814409778784,POS,Desktop,12.969532512598533,77.48609314030138,0,Debit
txn_000129,2025-04-21 08:19:46.931500,user_340,merchant_207,622.9215898307276,POS,Mobile,40.70474269530988,-73.99355642278366,0,Credit
txn_000130,2025-07-25 08:19:46.931500,user_1449,merchant_294,220.94525916272835,Online,Mobile,13.02316661259232,77.57082379397711,0,Debit
txn_000131,2025-07-21 08:19:46.931500,user_51,merchant_359,317.18157302122177,POS,Tablet,12.912327036474524,77.50076805597554,0,Credit
txn_000132,2025-04-09 08:19:46.931500,user_1172,merchant_486,581.6818058256918,POS,Mobile,19.10300044204785,72.85506797273908,0,Prepaid
txn_000133,2025-03-29 08:19:46.931500,user_1291,merchant_351,230.32280295832385,Transfer,Mobile,28.554579838340295,77.23108428167792,0,Debit
txn_000134,2025-04-14 08:19:46.931500,user_1631,merchant_199,101.36146744530748,ATM,Tablet,40.74974206267028,-74.01004695852295,0,Prepaid
txn_000135,2025-04-25 08:19:46.931500,user_1581,merchant_413,,Online,Mobile,40.76029592156381,-73.9674323673743,0,Prepaid
txn_000136,2025-08-24 08:19:46.931500,user_1449,merchant_209,216.5875372182777,POS,Mobile,28.60293406841576,77.18920751761823,0,Debit
txn_000137,2025-04-26 08:19:46.931500,user_633,merchant_196,623.4673751760928,POS,Mobile,40.693234886952126,-74.0000001984744,0,Credit
txn_000138,2025-09-07 08:19:46.931500,user_1150,merchant_357,889.6092200950752,Online,Mobile,22.644897377101195,88.41934716844266,0,Debit
txn_000139,2025-07-03 08:19:46.931500,user_1322,merchant_243,1279.2750208117288,Online,Mobile,40.735824427807565,-73.90896029717688,0,Credit
txn_000140,2025-08-16 08:19:46.931500,user_254,merchant_71,601.420073641895,POS,Desktop,40.76711441786723,-74.00764967581549,0,Credit
txn_000141,2025-04-02 08:19:46.931500,user_1319,merchant_434,693.7916488458611,Transfer,Mobile,28.638598334146643,77.2680435927317,0,Credit
txn_000142,2025-06-23 08:19:46.931500,user_1146,merchant_176,320.2047970117617,POS,Desktop,40.714433379243495,-74.010378508233,0,Debit
txn_000143,2025-06-22 08:19:46.931500,user_175,merchant_94,338.7869677335366,POS,Desktop,22.66116172174374,88.38740232852759,0,Debit
txn_000144,2025-08-16 08:19:46.931500,user_395,,885.2168739622819,POS,Desktop,19.1222914415314,72.83439649236126,0,Debit
txn_000145,2025-07-14 08:19:46.931500,user_1957,,417.1016599559666,Transfer,Desktop,19.115489505057532,72.86053664817553,0,Credit
txn_000146,2025-07-30 08:19:46.931500,user_1268,merchant_182,521.8842135817347,POS,Tablet,12.96812021453092,77.54182259844053,1,Credit
txn_000147,2025-05-20 08:19:46.931500,user_1110,merchant_91,866.8927010385004,POS,Mobile,28.59876137046191,77.12892554544268,0,Credit
txn_000148,2025-08-05 08:19:46.931500,user_1182,merchant_363,419.4118484340231,POS,Mobile,40.76661829428557,-74.02728638108708,0,Credit
txn_000149,2025-03-19 08:19:46.931500,user_1552,merchant_221,950.1261313064446,Transfer,Mobile,40.727175122303464,-74.05790665631561,0,Credit
txn_000150,2025-09-07 08:19:46.931500,user_109,merchant_451,671.9088008154215,Online,Desktop,22.594436801574957,88.23357114147579,0,Debit
txn_000151,2025-04-15 08:19:46.931500,user_1961,merchant_130,636.6194512934645,POS,Mobile,12.924842882987548,77.65775313948531,0,Debit
txn_000152,2025-09-07 08:19:46.931500,user_1168,merchant_256,305.54325587979685,Transfer,Desktop,19.03699130071617,72.85963034431501,0,Credit
txn_000153,2025-08-01 08:19:46.931500,user_1069,merchant_47,652.7377985150315,POS,Mobile,18.961753804591254,72.9376713641868,0,Prepaid
txn_000154,2025-05-24 08:19:46.931500,user_388,merchant_95,371.2862156401261,Online,Tablet,40.697163395956395,-73.93399719806051,0,Debit
txn_000155,2025-08-28 08:19:46.931500,user_1538,merchant_134,640.8226568587114,Online,Desktop,12.93564160614291,77.51595376544115,0,Debit
txn_000156,2025-06-12 08:19:46.931500,user_975,merchant_206,469.4524802718713,Online,,19.140637673511087,72.88971830779379,0,Credit
txn_000157,2025-04-14 08:19:46.931500,user_1030,merchant_103,790.0428712952357,POS,Desktop,19.07522907690755,72.83988974747827,0,Debit
txn_000158,2025-05-31 08:19:46.931500,user_1837,merchant_117,490.46864816097343,Transfer,Tablet,13.029720978739029,77.49787301058453,0,Debit
txn_000159,2025-07-06 08:19:46.931500,user_39,merchant_180,1111.3572650710091,Online,Mobile,22.61009428120324,88.300252420965,0,Debit
txn_000160,2025-04-26 08:19:46.931500,user_247,merchant_332,417.3359064812822,ATM,Tablet,19.09296928200781,72.96961632201774,0,Credit
txn_000161,2025-07-11 08:19:46.931500,user_1349,merchant_325,2377.3929997506284,Transfer,Mobile,12.967995037374054,77.58568229629999,0,Debit
txn_000162,2025-03-17 08:19:46.931500,user_1918,merchant_42,603.8341360403762,ATM,Desktop,28.58422905904183,77.1921341830123,0,Credit
txn_000163,2025-05-23 08:19:46.931500,user_1090,merchant_174,823.361316748242,Online,Mobile,12.947851146398369,77.59110122244071,0,Debit
txn_000164,2025-07-23 08:19:46.931500,user_369,merchant_232,821.0295454481821,POS,Mobile,40.695694809275075,-74.00845084858523,0,Credit
txn_000165,2025-05-01 08:19:46.931500,user_1971,merchant_385,550.0344333207493,Transfer,Desktop,19.041883219144104,72.8637052234932,0,Credit
txn_000166,2025-07-24 08:19:46.931500,user_39,merchant_49,601.7267482414355,Transfer,Desktop,19.068057321638882,72.9531178299455,0,Debit
txn_000167,2025-04-13 08:19:46.931500,user_564,merchant_269,602.161417211727,Transfer,Mobile,19.149613645677057,72.88634124393752,0,Credit
txn_000168,2025-08-24 08:19:46.931500,user_1612,merchant_132,176.63815591156242,POS,Mobile,12.947781484971568,77.6073756483623,0,Credit
txn_000169,2025-06-01 08:19:46.931500,user_422,merchant_11,807.222032529829,Online,Tablet,19.029106157304284,72.84229641683089,0,Credit
txn_000170,2025-08-27 08:19:46.931500,user_503,merchant_451,122.64307036379978,Transfer,Mobile,28.612791073122672,77.16682310267308,0,Credit
txn_000171,2025-07-24 08:19:46.931500,user_1700,merchant_311,177.2003972645624,Transfer,Mobile,19.03780735080557,72.8467220480073,0,Credit
txn_000172,2025-08-19 08:19:46.931500,user_1446,merchant_32,516.5081253564396,POS,Mobile,28.72429385373335,77.208654031886,0,Prepaid
txn_000173,2025-05-06 08:19:46.931500,user_1719,merchant_286,404.04207975633756,Online,Mobile,28.5235116778357,77.2097596611497,0,Credit
txn_000174,2025-04-25 08:19:46.931500,user_1818,merchant_31,738.8472198126349,Online,Mobile,12.992855716147378,77.58697765966284,0,Credit
txn_000175,2025-06-20 08:19:46.931500,user_1187,merchant_350,634.2058018010542,POS,Mobile,40.740477982089764,-74.0284923013061,0,Debit
txn_000176,2025-04-27 08:19:46.931500,user_910,merchant_192,541.4604161212077,ATM,Mobile,22.562743995860064,88.35561020081133,0,Credit
txn_000177,2025-08-02 08:19:46.931500,user_174,merchant_49,162.33980120838493,Online,Tablet,22.535598604482225,88.31252533386255,0,Credit
txn_000178,2025-07-30 08:19:46.931500,user_1653,merchant_87,507.9680314590206,Online,Tablet,28.61386749575344,77.21147314609443,0,Credit
txn_000179,2025-03-17 08:19:46.931500,user_1093,merchant_1,484.2465592635751,Transfer,Desktop,12.829866924509025,77.56423584336785,0,Credit
txn_000180,2025-08-17 08:19:46.931500,user_1243,merchant_494,566.656021070651,POS,Desktop,12.95580480664185,77.59908778651938,0,Debit
txn_000181,2025-06-07 08:19:46.931500,user_657,merchant_271,370.98859837170863,Transfer,Mobile,13.011040768858038,77.57439523594527,0,Credit
txn_000182,2025-07-20 08:19:46.931500,user_823,merchant_7,656.8452613980629,Transfer,Mobile,22.59905534481841,88.29115597118486,0,Debit
txn_000183,2025-03-21 08:19:46.931500,user_1207,merchant_3,396.0316886879399,Transfer,Desktop,22.637048921930244,88.35746050415135,0,Credit
txn_000184,2025-04-14 08:19:46.931500,user_93,merchant_168,628.7340395387337,Online,Mobile,40.63471058289766,-73.97020951372969,1,Credit
txn_000185,2025-06-17 08:19:46.931500,user_1007,merchant_197,738.8142722257253,POS,Mobile,12.956742711329271,77.68181805983889,0,Credit
txn_000186,2025-06-03 08:19:46.931500,user_1766,merchant_157,339.6213504042878,Online,Mobile,22.649823993506462,88.40440205238149,0,Credit
txn_000187,2025-05-17 08:19:46.931500,user_1913,merchant_15,268.3524589455545,POS,Mobile,12.826064369523372,77.57864940366247,0,Debit
txn_000188,2025-03-31 08:19:46.931500,user_48,merchant_410,642.9098469408018,Online,Mobile,22.63346204914685,88.40203266396644,0,Credit
txn_000189,2025-05-17 08:19:46.931500,user_697,merchant_464,103.67009578567115,Online,Mobile,22.523882388880264,88.35477888291811,0,Debit
txn_000190,2025-08-09 08:19:46.931500,user_896,merchant_291,833.4994264676186,Online,Tablet,40.73971476187501,-74.07969319489602,0,Debit
txn_000191,2025-04-06 08:19:46.931500,user_370,merchant_289,503.2887851350925,Online,Mobile,12.894635281092308,77.7118440946388,0,Credit
txn_000192,2025-04-07 08:19:46.931500,user_850,merchant_192,465.57247943049043,Transfer,Mobile,12.954611978969137,77.49451097563546,0,Debit
txn_000193,2025-07-19 08:19:46.931500,user_50,merchant_440,663.8047755053678,Transfer,Mobile,19.03536908815358,72.8862546504149,0,Debit
txn_000194,2025-04-03 08:19:46.931500,user_1761,merchant_36,645.186356126629,Online,Desktop,13.009762331840836,77.55706555898111,1,Credit
